,Field,Subfield,Year,Month,Price
10,锦江,锦华路,2017,02,11518
11,锦江,锦华路,2017,01,11248
0,锦江,静居寺,2017,12,14743
1,锦江,静居寺,2017,11,13868
2,锦江,静居寺,2017,10,13519
3,锦江,静居寺,2017,09,12917
4,锦江,静居寺,2017,08,11909
5,锦江,静居寺,2017,07,11956
6,锦江,静居寺,2017,06,11635
7,锦江,静居寺,2017,05,11581
8,锦江,静居寺,2017,04,10527
9,锦江,静居寺,2017,03,10529
10,锦江,静居寺,2017,02,9983
11,锦江,静居寺,2017,01,9899
0,锦江,九眼桥,2017,12,15648
1,锦江,九眼桥,2017,11,15643
2,锦江,九眼桥,2017,10,15605
3,锦江,九眼桥,2017,09,15253
4,锦江,九眼桥,2017,08,14508
5,锦江,九眼桥,2017,07,14543
6,锦江,九眼桥,2017,06,14460
7,锦江,九眼桥,2017,05,14209
8,锦江,九眼桥,2017,04,13630
9,锦江,九眼桥,2017,03,12483
10,锦江,九眼桥,2017,02,11436
11,锦江,九眼桥,2017,01,12266
0,锦江,蓝谷地,2017,12,14623
1,锦江,蓝谷地,2017,11,13597
2,锦江,蓝谷地,2017,10,12344
3,锦江,蓝谷地,2017,09,11613
4,锦江,蓝谷地,2017,08,11588
5,锦江,蓝谷地,2017,07,11353
6,锦江,蓝谷地,2017,06,10919
7,锦江,蓝谷地,2017,05,10357
8,锦江,蓝谷地,2017,04,9613
9,锦江,蓝谷地,2017,03,9306
10,锦江,蓝谷地,2017,02,8486
11,锦江,蓝谷地,2017,01,8618
0,锦江,蓝谷地,2017,12,14623
1,锦江,蓝谷地,2017,11,13597
2,锦江,蓝谷地,2017,10,12344
3,锦江,蓝谷地,2017,09,11613
4,锦江,蓝谷地,2017,08,11588
5,锦江,蓝谷地,2017,07,11353
6,锦江,蓝谷地,2017,06,10919
7,锦江,蓝谷地,2017,05,10357
8,锦江,蓝谷地,2017,04,9613
9,锦江,蓝谷地,2017,03,9306
10,锦江,蓝谷地,2017,02,8486
11,锦江,蓝谷地,2017,01,8618
0,锦江,莲桂路,2017,12,14536
1,锦江,莲桂路,2017,11,14028
2,锦江,莲桂路,2017,10,12766
3,锦江,莲桂路,2017,09,12251
4,锦江,莲桂路,2017,08,11895
5,锦江,莲桂路,2017,07,11653
6,锦江,莲桂路,2017,06,11492
7,锦江,莲桂路,2017,05,10992
8,锦江,莲桂路,2017,04,10328
9,锦江,莲桂路,2017,03,10187
10,锦江,莲桂路,2017,02,9372
11,锦江,莲桂路,2017,01,9408
0,锦江,莲桂路,2017,12,14536
1,锦江,莲桂路,2017,11,14028
2,锦江,莲桂路,2017,10,12766
3,锦江,莲桂路,2017,09,12251
4,锦江,莲桂路,2017,08,11895
5,锦江,莲桂路,2017,07,11653
6,锦江,莲桂路,2017,06,11492
7,锦江,莲桂路,2017,05,10992
8,锦江,莲桂路,2017,04,10328
9,锦江,莲桂路,2017,03,10187
10,锦江,莲桂路,2017,02,9372
11,锦江,莲桂路,2017,01,9408
0,锦江,琉璃场,2017,12,12573
1,锦江,琉璃场,2017,11,11806
2,锦江,琉璃场,2017,10,10322
3,锦江,琉璃场,2017,09,9921
4,锦江,琉璃场,2017,08,9928
5,锦江,琉璃场,2017,07,9522
6,锦江,琉璃场,2017,06,9296
7,锦江,琉璃场,2017,05,9559
8,锦江,琉璃场,2017,04,9500
9,锦江,琉璃场,2017,03,12151
10,锦江,琉璃场,2017,02,7474
11,锦江,琉璃场,2017,01,7338
0,锦江,琉璃场,2017,12,12573
1,锦江,琉璃场,2017,11,11806
2,锦江,琉璃场,2017,10,10322
3,锦江,琉璃场,2017,09,9921
4,锦江,琉璃场,2017,08,9928
5,锦江,琉璃场,2017,07,9522
6,锦江,琉璃场,2017,06,9296
7,锦江,琉璃场,2017,05,9559
8,锦江,琉璃场,2017,04,9500
9,锦江,琉璃场,2017,03,12151
10,锦江,琉璃场,2017,02,7474
11,锦江,琉璃场,2017,01,7338
0,锦江,攀成钢,2017,12,26643
1,锦江,攀成钢,2017,11,25795
2,锦江,攀成钢,2017,10,24415
3,锦江,攀成钢,2017,09,23445
4,锦江,攀成钢,2017,08,22315
5,锦江,攀成钢,2017,07,21957
6,锦江,攀成钢,2017,06,21083
7,锦江,攀成钢,2017,05,21702
8,锦江,攀成钢,2017,04,20634
9,锦江,攀成钢,2017,03,18917
10,锦江,攀成钢,2017,02,17060
11,锦江,攀成钢,2017,01,16780
0,锦江,攀成钢,2017,12,26643
1,锦江,攀成钢,2017,11,25795
2,锦江,攀成钢,2017,10,24415
3,锦江,攀成钢,2017,09,23445
4,锦江,攀成钢,2017,08,22315
5,锦江,攀成钢,2017,07,21957
6,锦江,攀成钢,2017,06,21083
7,锦江,攀成钢,2017,05,21702
8,锦江,攀成钢,2017,04,20634
9,锦江,攀成钢,2017,03,18917
10,锦江,攀成钢,2017,02,17060
11,锦江,攀成钢,2017,01,16780
0,锦江,三圣乡,2017,12,19211
1,锦江,三圣乡,2017,11,18934
2,锦江,三圣乡,2017,10,17812
3,锦江,三圣乡,2017,09,16885
4,锦江,三圣乡,2017,08,15339
5,锦江,三圣乡,2017,07,15485
6,锦江,三圣乡,2017,06,15193
7,锦江,三圣乡,2017,05,14228
8,锦江,三圣乡,2017,04,13590
9,锦江,三圣乡,2017,03,12479
10,锦江,三圣乡,2017,02,11280
11,锦江,三圣乡,2017,01,11192
0,锦江,三圣乡,2017,12,19211
1,锦江,三圣乡,2017,11,18934
2,锦江,三圣乡,2017,10,17812
3,锦江,三圣乡,2017,09,16885
4,锦江,三圣乡,2017,08,15339
5,锦江,三圣乡,2017,07,15485
6,锦江,三圣乡,2017,06,15193
7,锦江,三圣乡,2017,05,14228
8,锦江,三圣乡,2017,04,13590
9,锦江,三圣乡,2017,03,12479
10,锦江,三圣乡,2017,02,11280
11,锦江,三圣乡,2017,01,11192
0,锦江,顺江路,2017,12,15631
1,锦江,顺江路,2017,11,14788
2,锦江,顺江路,2017,10,14473
3,锦江,顺江路,2017,09,13456
4,锦江,顺江路,2017,08,13191
5,锦江,顺江路,2017,07,12992
6,锦江,顺江路,2017,06,12549
7,锦江,顺江路,2017,05,12092
8,锦江,顺江路,2017,04,12033
9,锦江,顺江路,2017,03,15818
10,锦江,顺江路,2017,02,17217
11,锦江,顺江路,2017,01,17370
0,锦江,书院街,2017,12,15934
1,锦江,书院街,2017,11,14868
2,锦江,书院街,2017,10,13887
3,锦江,书院街,2017,09,12801
4,锦江,书院街,2017,08,12678
5,锦江,书院街,2017,07,12839
6,锦江,书院街,2017,06,12464
7,锦江,书院街,2017,05,12571
8,锦江,书院街,2017,04,12482
9,锦江,书院街,2017,03,11951
10,锦江,书院街,2017,02,11439
11,锦江,书院街,2017,01,10915
0,锦江,书院街,2017,12,15934
1,锦江,书院街,2017,11,14868
2,锦江,书院街,2017,10,13887
3,锦江,书院街,2017,09,12801
4,锦江,书院街,2017,08,12678
5,锦江,书院街,2017,07,12839
6,锦江,书院街,2017,06,12464
7,锦江,书院街,2017,05,12571
8,锦江,书院街,2017,04,12482
9,锦江,书院街,2017,03,11951
10,锦江,书院街,2017,02,11439
11,锦江,书院街,2017,01,10915
0,锦江,水碾河,2017,12,14019
1,锦江,水碾河,2017,11,11989
2,锦江,水碾河,2017,10,11370
3,锦江,水碾河,2017,09,11096
4,锦江,水碾河,2017,08,10967
5,锦江,水碾河,2017,07,10462
6,锦江,水碾河,2017,06,10334
7,锦江,水碾河,2017,05,10360
8,锦江,水碾河,2017,04,9944
9,锦江,水碾河,2017,03,9730
10,锦江,水碾河,2017,02,9594
11,锦江,水碾河,2017,01,9569
0,锦江,水碾河,2017,12,14019
1,锦江,水碾河,2017,11,11989
2,锦江,水碾河,2017,10,11370
3,锦江,水碾河,2017,09,11096
4,锦江,水碾河,2017,08,10967
5,锦江,水碾河,2017,07,10462
6,锦江,水碾河,2017,06,10334
7,锦江,水碾河,2017,05,10360
8,锦江,水碾河,2017,04,9944
9,锦江,水碾河,2017,03,9730
10,锦江,水碾河,2017,02,9594
11,锦江,水碾河,2017,01,9569
0,锦江,幸福梅林,2017,12,16949
1,锦江,幸福梅林,2017,11,16051
2,锦江,幸福梅林,2017,10,14921
3,锦江,幸福梅林,2017,09,12227
4,锦江,幸福梅林,2017,08,11979
5,锦江,幸福梅林,2017,07,11956
6,锦江,幸福梅林,2017,06,12565
7,锦江,幸福梅林,2017,05,12463
8,锦江,幸福梅林,2017,04,12046
9,锦江,幸福梅林,2017,03,11339
10,锦江,幸福梅林,2017,02,10004
11,锦江,幸福梅林,2017,01,9645
0,锦江,幸福梅林,2017,12,16949
1,锦江,幸福梅林,2017,11,16051
2,锦江,幸福梅林,2017,10,14921
3,锦江,幸福梅林,2017,09,12227
4,锦江,幸福梅林,2017,08,11979
5,锦江,幸福梅林,2017,07,11956
6,锦江,幸福梅林,2017,06,12565
7,锦江,幸福梅林,2017,05,12463
8,锦江,幸福梅林,2017,04,12046
9,锦江,幸福梅林,2017,03,11339
10,锦江,幸福梅林,2017,02,10004
11,锦江,幸福梅林,2017,01,9645
0,锦江,盐市口,2017,12,23525
1,锦江,盐市口,2017,11,21966
2,锦江,盐市口,2017,10,20791
3,锦江,盐市口,2017,09,20853
4,锦江,盐市口,2017,08,20640
5,锦江,盐市口,2017,07,20004
6,锦江,盐市口,2017,06,20282
7,锦江,盐市口,2017,05,19629
8,锦江,盐市口,2017,04,20024
9,锦江,盐市口,2017,03,17245
10,锦江,盐市口,2017,02,15220
11,锦江,盐市口,2017,01,15042
0,锦江,盐市口,2017,12,23525
1,锦江,盐市口,2017,11,21966
2,锦江,盐市口,2017,10,20791
3,锦江,盐市口,2017,09,20853
4,锦江,盐市口,2017,08,20640
5,锦江,盐市口,2017,07,20004
6,锦江,盐市口,2017,06,20282
7,锦江,盐市口,2017,05,19629
8,锦江,盐市口,2017,04,20024
9,锦江,盐市口,2017,03,17245
10,锦江,盐市口,2017,02,15220
11,锦江,盐市口,2017,01,15042
0,锦江,盐市口,2017,12,23525
1,锦江,盐市口,2017,11,21966
2,锦江,盐市口,2017,10,20791
3,锦江,盐市口,2017,09,20853
4,锦江,盐市口,2017,08,20640
5,锦江,盐市口,2017,07,20004
6,锦江,盐市口,2017,06,20282
7,锦江,盐市口,2017,05,19629
8,锦江,盐市口,2017,04,20024
9,锦江,盐市口,2017,03,17245
10,锦江,盐市口,2017,02,15220
11,锦江,盐市口,2017,01,15042
0,锦江,盐市口,2017,12,23525
1,锦江,盐市口,2017,11,21966
2,锦江,盐市口,2017,10,20791
3,锦江,盐市口,2017,09,20853
4,锦江,盐市口,2017,08,20640
5,锦江,盐市口,2017,07,20004
6,锦江,盐市口,2017,06,20282
7,锦江,盐市口,2017,05,19629
8,锦江,盐市口,2017,04,20024
9,锦江,盐市口,2017,03,17245
10,锦江,盐市口,2017,02,15220
11,锦江,盐市口,2017,01,15042
0,锦江,盐市口,2017,12,23525
1,锦江,盐市口,2017,11,21966
2,锦江,盐市口,2017,10,20791
3,锦江,盐市口,2017,09,20853
4,锦江,盐市口,2017,08,20640
5,锦江,盐市口,2017,07,20004
6,锦江,盐市口,2017,06,20282
7,锦江,盐市口,2017,05,19629
8,锦江,盐市口,2017,04,20024
9,锦江,盐市口,2017,03,17245
10,锦江,盐市口,2017,02,15220
11,锦江,盐市口,2017,01,15042
0,金牛,全部,2017,12,13177
1,金牛,全部,2017,11,12496
2,金牛,全部,2017,10,11658
3,金牛,全部,2017,09,11045
4,金牛,全部,2017,08,10581
5,金牛,全部,2017,07,10159
6,金牛,全部,2017,06,9991
7,金牛,全部,2017,05,9782
8,金牛,全部,2017,04,9558
9,金牛,全部,2017,03,9189
10,金牛,全部,2017,02,8941
11,金牛,全部,2017,01,8925
0,金牛,白果林,2017,12,14322
1,金牛,白果林,2017,11,13475
2,金牛,白果林,2017,10,12347
3,金牛,白果林,2017,09,11647
4,金牛,白果林,2017,08,11419
5,金牛,白果林,2017,07,11173
6,金牛,白果林,2017,06,11003
7,金牛,白果林,2017,05,10757
8,金牛,白果林,2017,04,10401
9,金牛,白果林,2017,03,9880
10,金牛,白果林,2017,02,8924
11,金牛,白果林,2017,01,8909
0,金牛,白果林,2017,12,14322
1,金牛,白果林,2017,11,13475
2,金牛,白果林,2017,10,12347
3,金牛,白果林,2017,09,11647
4,金牛,白果林,2017,08,11419
5,金牛,白果林,2017,07,11173
6,金牛,白果林,2017,06,11003
7,金牛,白果林,2017,05,10757
8,金牛,白果林,2017,04,10401
9,金牛,白果林,2017,03,9880
10,金牛,白果林,2017,02,8924
11,金牛,白果林,2017,01,8909
0,金牛,西南交大,2017,12,13620
1,金牛,西南交大,2017,11,12766
2,金牛,西南交大,2017,10,11745
3,金牛,西南交大,2017,09,10883
4,金牛,西南交大,2017,08,10206
5,金牛,西南交大,2017,07,9838
6,金牛,西南交大,2017,06,9527
7,金牛,西南交大,2017,05,9352
8,金牛,西南交大,2017,04,9034
9,金牛,西南交大,2017,03,8745
10,金牛,西南交大,2017,02,8600
11,金牛,西南交大,2017,01,8678
0,金牛,西南交大,2017,12,13620
1,金牛,西南交大,2017,11,12766
2,金牛,西南交大,2017,10,11745
3,金牛,西南交大,2017,09,10883
4,金牛,西南交大,2017,08,10206
5,金牛,西南交大,2017,07,9838
6,金牛,西南交大,2017,06,9527
7,金牛,西南交大,2017,05,9352
8,金牛,西南交大,2017,04,9034
9,金牛,西南交大,2017,03,8745
10,金牛,西南交大,2017,02,8600
11,金牛,西南交大,2017,01,8678
0,金牛,茶店子,2017,12,15988
1,金牛,茶店子,2017,11,15413
2,金牛,茶店子,2017,10,14810
3,金牛,茶店子,2017,09,13750
4,金牛,茶店子,2017,08,12966
5,金牛,茶店子,2017,07,11930
6,金牛,茶店子,2017,06,10642
7,金牛,茶店子,2017,05,10131
8,金牛,茶店子,2017,04,9983
9,金牛,茶店子,2017,03,9506
10,金牛,茶店子,2017,02,8930
11,金牛,茶店子,2017,01,9098
0,金牛,茶店子,2017,12,15988
1,金牛,茶店子,2017,11,15413
2,金牛,茶店子,2017,10,14810
3,金牛,茶店子,2017,09,13750
4,金牛,茶店子,2017,08,12966
5,金牛,茶店子,2017,07,11930
6,金牛,茶店子,2017,06,10642
7,金牛,茶店子,2017,05,10131
8,金牛,茶店子,2017,04,9983
9,金牛,茶店子,2017,03,9506
10,金牛,茶店子,2017,02,8930
11,金牛,茶店子,2017,01,9098
0,金牛,抚琴小区,2017,12,11906
1,金牛,抚琴小区,2017,11,11399
2,金牛,抚琴小区,2017,10,10806
3,金牛,抚琴小区,2017,09,10494
4,金牛,抚琴小区,2017,08,10039
5,金牛,抚琴小区,2017,07,9720
6,金牛,抚琴小区,2017,06,9600
7,金牛,抚琴小区,2017,05,9534
8,金牛,抚琴小区,2017,04,9490
9,金牛,抚琴小区,2017,03,9151
10,金牛,抚琴小区,2017,02,8955
11,金牛,抚琴小区,2017,01,8890
0,金牛,抚琴小区,2017,12,11906
1,金牛,抚琴小区,2017,11,11399
2,金牛,抚琴小区,2017,10,10806
3,金牛,抚琴小区,2017,09,10494
4,金牛,抚琴小区,2017,08,10039
5,金牛,抚琴小区,2017,07,9720
6,金牛,抚琴小区,2017,06,9600
7,金牛,抚琴小区,2017,05,9534
8,金牛,抚琴小区,2017,04,9490
9,金牛,抚琴小区,2017,03,9151
10,金牛,抚琴小区,2017,02,8955
11,金牛,抚琴小区,2017,01,8890
0,金牛,凤凰山,2017,12,10303
1,金牛,凤凰山,2017,11,9940
2,金牛,凤凰山,2017,10,8908
3,金牛,凤凰山,2017,09,7736
4,金牛,凤凰山,2017,08,7733
5,金牛,凤凰山,2017,07,7400
6,金牛,凤凰山,2017,06,7300
7,金牛,凤凰山,2017,05,7114
8,金牛,凤凰山,2017,04,7062
9,金牛,凤凰山,2017,03,6831
10,金牛,凤凰山,2017,02,6816
11,金牛,凤凰山,2017,01,6894
0,金牛,凤凰山,2017,12,10303
1,金牛,凤凰山,2017,11,9940
2,金牛,凤凰山,2017,10,8908
3,金牛,凤凰山,2017,09,7736
4,金牛,凤凰山,2017,08,7733
5,金牛,凤凰山,2017,07,7400
6,金牛,凤凰山,2017,06,7300
7,金牛,凤凰山,2017,05,7114
8,金牛,凤凰山,2017,04,7062
9,金牛,凤凰山,2017,03,6831
10,金牛,凤凰山,2017,02,6816
11,金牛,凤凰山,2017,01,6894
0,金牛,国宾,2017,12,13947
1,金牛,国宾,2017,11,13610
2,金牛,国宾,2017,10,13034
3,金牛,国宾,2017,09,11992
4,金牛,国宾,2017,08,11082
5,金牛,国宾,2017,07,11497
6,金牛,国宾,2017,06,11750
7,金牛,国宾,2017,05,11441
8,金牛,国宾,2017,04,10970
9,金牛,国宾,2017,03,10734
10,金牛,国宾,2017,02,10109
11,金牛,国宾,2017,01,10130
0,金牛,国宾,2017,12,13947
1,金牛,国宾,2017,11,13610
2,金牛,国宾,2017,10,13034
3,金牛,国宾,2017,09,11992
4,金牛,国宾,2017,08,11082
5,金牛,国宾,2017,07,11497
6,金牛,国宾,2017,06,11750
7,金牛,国宾,2017,05,11441
8,金牛,国宾,2017,04,10970
9,金牛,国宾,2017,03,10734
10,金牛,国宾,2017,02,10109
11,金牛,国宾,2017,01,10130
0,金牛,高笋塘,2017,12,12347
1,金牛,高笋塘,2017,11,11841
2,金牛,高笋塘,2017,10,10967
3,金牛,高笋塘,2017,09,10313
4,金牛,高笋塘,2017,08,9953
5,金牛,高笋塘,2017,07,9719
6,金牛,高笋塘,2017,06,9469
7,金牛,高笋塘,2017,05,9168
8,金牛,高笋塘,2017,04,8870
9,金牛,高笋塘,2017,03,8607
10,金牛,高笋塘,2017,02,8354
11,金牛,高笋塘,2017,01,8396
0,金牛,黄忠小区,2017,12,14415
1,金牛,黄忠小区,2017,11,13085
2,金牛,黄忠小区,2017,10,12022
3,金牛,黄忠小区,2017,09,11607
4,金牛,黄忠小区,2017,08,11195
5,金牛,黄忠小区,2017,07,10678
6,金牛,黄忠小区,2017,06,10003
7,金牛,黄忠小区,2017,05,9675
8,金牛,黄忠小区,2017,04,9246
9,金牛,黄忠小区,2017,03,8821
10,金牛,黄忠小区,2017,02,8435
11,金牛,黄忠小区,2017,01,8402
0,金牛,黄忠小区,2017,12,14415
1,金牛,黄忠小区,2017,11,13085
2,金牛,黄忠小区,2017,10,12022
3,金牛,黄忠小区,2017,09,11607
4,金牛,黄忠小区,2017,08,11195
5,金牛,黄忠小区,2017,07,10678
6,金牛,黄忠小区,2017,06,10003
7,金牛,黄忠小区,2017,05,9675
8,金牛,黄忠小区,2017,04,9246
9,金牛,黄忠小区,2017,03,8821
10,金牛,黄忠小区,2017,02,8435
11,金牛,黄忠小区,2017,01,8402
0,金牛,华侨城,2017,12,24832
1,金牛,华侨城,2017,11,22685
2,金牛,华侨城,2017,10,21798
3,金牛,华侨城,2017,09,20916
4,金牛,华侨城,2017,08,20868
5,金牛,华侨城,2017,07,20814
6,金牛,华侨城,2017,06,19830
7,金牛,华侨城,2017,05,18835
8,金牛,华侨城,2017,04,18716
9,金牛,华侨城,2017,03,18046
10,金牛,华侨城,2017,02,16865
11,金牛,华侨城,2017,01,16548
0,金牛,华侨城,2017,12,24832
1,金牛,华侨城,2017,11,22685
2,金牛,华侨城,2017,10,21798
3,金牛,华侨城,2017,09,20916
4,金牛,华侨城,2017,08,20868
5,金牛,华侨城,2017,07,20814
6,金牛,华侨城,2017,06,19830
7,金牛,华侨城,2017,05,18835
8,金牛,华侨城,2017,04,18716
9,金牛,华侨城,2017,03,18046
10,金牛,华侨城,2017,02,16865
11,金牛,华侨城,2017,01,16548
0,金牛,花牌坊,2017,12,14120
1,金牛,花牌坊,2017,11,13618
2,金牛,花牌坊,2017,10,12699
3,金牛,花牌坊,2017,09,12476
4,金牛,花牌坊,2017,08,12135
5,金牛,花牌坊,2017,07,11905
6,金牛,花牌坊,2017,06,11400
7,金牛,花牌坊,2017,05,11118
8,金牛,花牌坊,2017,04,10638
9,金牛,花牌坊,2017,03,9862
10,金牛,花牌坊,2017,02,9883
11,金牛,花牌坊,2017,01,9820
0,金牛,花牌坊,2017,12,14120
1,金牛,花牌坊,2017,11,13618
2,金牛,花牌坊,2017,10,12699
3,金牛,花牌坊,2017,09,12476
4,金牛,花牌坊,2017,08,12135
5,金牛,花牌坊,2017,07,11905
6,金牛,花牌坊,2017,06,11400
7,金牛,花牌坊,2017,05,11118
8,金牛,花牌坊,2017,04,10638
9,金牛,花牌坊,2017,03,9862
10,金牛,花牌坊,2017,02,9883
11,金牛,花牌坊,2017,01,9820
0,金牛,解放路,2017,12,12809
1,金牛,解放路,2017,11,12469
2,金牛,解放路,2017,10,11974
3,金牛,解放路,2017,09,11746
4,金牛,解放路,2017,08,11597
5,金牛,解放路,2017,07,11165
6,金牛,解放路,2017,06,10949
7,金牛,解放路,2017,05,10916
8,金牛,解放路,2017,04,10508
9,金牛,解放路,2017,03,9555
10,金牛,解放路,2017,02,9151
11,金牛,解放路,2017,01,9249
0,金牛,解放路,2017,12,12809
1,金牛,解放路,2017,11,12469
2,金牛,解放路,2017,10,11974
3,金牛,解放路,2017,09,11746
4,金牛,解放路,2017,08,11597
5,金牛,解放路,2017,07,11165
6,金牛,解放路,2017,06,10949
7,金牛,解放路,2017,05,10916
8,金牛,解放路,2017,04,10508
9,金牛,解放路,2017,03,9555
10,金牛,解放路,2017,02,9151
11,金牛,解放路,2017,01,9249
0,金牛,金牛万达,2017,12,15171
1,金牛,金牛万达,2017,11,12586
2,金牛,金牛万达,2017,10,12971
3,金牛,金牛万达,2017,09,12799
4,金牛,金牛万达,2017,08,13071
5,金牛,金牛万达,2017,07,12737
6,金牛,金牛万达,2017,06,12678
7,金牛,金牛万达,2017,05,12827
8,金牛,金牛万达,2017,04,12715
9,金牛,金牛万达,2017,03,12694
10,金牛,金牛万达,2017,02,12600
11,金牛,金牛万达,2017,01,12600
0,金牛,金牛万达,2017,12,15171
1,金牛,金牛万达,2017,11,12586
2,金牛,金牛万达,2017,10,12971
3,金牛,金牛万达,2017,09,12799
4,金牛,金牛万达,2017,08,13071
5,金牛,金牛万达,2017,07,12737
6,金牛,金牛万达,2017,06,12678
7,金牛,金牛万达,2017,05,12827
8,金牛,金牛万达,2017,04,12715
9,金牛,金牛万达,2017,03,12694
10,金牛,金牛万达,2017,02,12600
11,金牛,金牛万达,2017,01,12600
0,金牛,李家沱,2017,12,13281
1,金牛,李家沱,2017,11,12561
2,金牛,李家沱,2017,10,11675
3,金牛,李家沱,2017,09,10781
4,金牛,李家沱,2017,08,10036
5,金牛,李家沱,2017,07,10137
6,金牛,李家沱,2017,06,10000
7,金牛,李家沱,2017,05,9740
8,金牛,李家沱,2017,04,9417
9,金牛,李家沱,2017,03,9125
10,金牛,李家沱,2017,02,8729
11,金牛,李家沱,2017,01,8879
0,金牛,李家沱,2017,12,13281
1,金牛,李家沱,2017,11,12561
2,金牛,李家沱,2017,10,11675
3,金牛,李家沱,2017,09,10781
4,金牛,李家沱,2017,08,10036
5,金牛,李家沱,2017,07,10137
6,金牛,李家沱,2017,06,10000
7,金牛,李家沱,2017,05,9740
8,金牛,李家沱,2017,04,9417
9,金牛,李家沱,2017,03,9125
10,金牛,李家沱,2017,02,8729
11,金牛,李家沱,2017,01,8879
0,金牛,人民北路,2017,12,13548
1,金牛,人民北路,2017,11,13229
2,金牛,人民北路,2017,10,11913
3,金牛,人民北路,2017,09,11484
4,金牛,人民北路,2017,08,10861
5,金牛,人民北路,2017,07,10774
6,金牛,人民北路,2017,06,10854
7,金牛,人民北路,2017,05,11026
8,金牛,人民北路,2017,04,10300
9,金牛,人民北路,2017,03,9787
